,id,songs,song,artist,energy,dance,liveness,valence,tempo,instrumental,acoustic,popularity,genres
157,52,Flight Tristam ,Flight,Tristam,0.755,0.434,0.106,0.217,87.383,2.57e-05,0.0415,70,"['brostep', 'catstep', 'chillstep', 'complextro', 'edm', 'electro house', 'tracestep']"
158,52,Call On Me Starley,Call on Me - Ryan Riback Remix,Starley,0.838,0.67,0.159,0.717,104.998,0.000611,0.0604,72,['aussietronica']
159,53,Show you the light MARC,Show You the Light (feat. Efraim Leo),MARC,0.735,0.579,0.238,0.228,105.022,0,0.00415,45,"['latin', 'latin pop', 'salsa', 'tropical']"
160,53,Starboy The Weekend,Starboy,The Weeknd,0.588,0.678,0.137,0.486,186.005,6.35e-06,0.141,85,"['canadian pop', 'pop', 'rap']"
161,53,Wanted Trevor Guthrie,Wanted,Trevor Guthrie,0.874,0.625,0.119,0.456,128.042,1.2e-06,0.304,37,[]
162,54,Drama Roy Woods,Drama (feat. Drake),Roy Woods,0.362,0.709,0.109,0.113,122.043,0,0.157,74,"['canadian hip hop', 'hip hop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'trap music', 'trap soul']"
163,54,Maybe IDK Jon Belion,Maybe IDK Jon Belion,,,,,,,,,,
164,54,Luxury Jon Belion,Luxury Jon Belion,,,,,,,,,,
165,55,Lifelines I Prevail,Scars,I Prevail,0.965,0.506,0.0978,0.588,138.035,9.87e-06,0.000123,67,"['post-screamo', 'screamo']"
166,55,Carry On Memphis May Fire,Carry On,Memphis May Fire,0.974,0.294,0.21,0.131,143.842,0,0.000329,48,"['melodic metalcore', 'metalcore', 'post-screamo', 'rap metal', 'screamo']"
167,55,Air Is Free Johnossi,Air Is Free,Johnossi,0.893,0.385,0.123,0.484,173.784,7.31e-06,0.0147,51,"['swedish alternative rock', 'swedish indie rock', 'swedish pop']"
168,56,Blame Diplo,Blame,Zeds Dead,0.777,0.602,0.0854,0.482,140.026,0.000367,0.226,61,"['bass trap', 'brostep', 'edm', 'electro house', 'electronic trap', 'progressive electro house']"
169,56,Side to Side Ariana Grande,Side To Side,Ariana Grande,0.736,0.65,0.235,0.612,159.174,0,0.0513,84,"['dance pop', 'pop', 'post-teen pop']"
170,56,Winter Vivaldi,Winter 1,Max Richter,0.616,0.485,0.305,0.483,149.038,0.892,0.738,44,"['compositional ambient', 'focus', 'sleep', 'soundtrack']"
171,57,The Power of Love Céline Dion,The Power of Love,Céline Dion,0.519,0.546,0.24,0.247,140.054,0.00046,0.36,68,"['canadian pop', 'dance pop']"
172,57,Hooked On Your Love Aretha Franklin,Hooked On Your Love,Aretha Franklin,0.351,0.803,0.371,0.497,109.785,0,0.183,31,"['christmas', 'classic soul', 'jazz blues', 'memphis soul', 'soul', 'southern soul']"
173,57,Cake By The Ocean DNCE,Cake By The Ocean,DNCE,0.765,0.774,0.0373,0.917,119.001,0,0.156,81,"['dance pop', 'pop', 'post-teen pop', 'tropical house']"
174,58,Skinny Love Birdy,Skinny Love,Birdy,0.29,0.379,0.118,0.169,166.467,0.00106,0.952,77,"['neo mellow', 'pop']"
175,58,Drops of Jupiter Train,Drops of Jupiter,Train,0.64,0.468,0.154,0.499,79.297,0,0.154,78,"['neo mellow', 'pop', 'pop quebecois', 'pop rap', 'pop rock']"
176,58,Les amours dévouées Cœur de Pirate,Les amours dévouées,Cœur De Pirate,0.482,0.587,0.314,0.707,117.227,2.84e-06,0.713,35,['french pop']
177,59,With You Chris Brown,With You,Chris Brown,0.696,0.659,0.13,0.665,86.001,0,0.143,69,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']"
178,59,Man! I Feel Like A Woman Shania Twain,Man! I Feel Like A Woman!,Shania Twain,0.899,0.678,0.347,0.757,124.944,0,0.637,75,"['canadian country', 'canadian pop', 'contemporary country', 'country', 'country dawn', 'dance pop']"
179,59,Side to Side Ariana Grande ,Side To Side,Ariana Grande,0.736,0.65,0.235,0.612,159.174,0,0.0513,84,"['dance pop', 'pop', 'post-teen pop']"
180,60,Fireproof Coleman Hell,Fireproof,Coleman Hell,0.774,0.692,0.141,0.771,128.033,1.02e-05,0.0149,47,"['canadian pop', 'indie poptimism', 'modern alternative rock', 'modern rock']"
181,60,The Greatest SIA,The Greatest,Sia,0.725,0.668,0.0561,0.729,191.944,0.000479,0.0102,78,"['australian dance', 'australian pop', 'dance pop', 'pop']"
182,60,Jubel Klingande,Jubel - Original Mix,Klingande,0.476,0.698,0.0542,0.181,124.986,0.238,0.185,64,"['deep house', 'deep tropical house', 'edm', 'tropical house']"
183,61,The ends travis scott,the ends,Travis Scott,0.737,0.585,0.0904,0.0497,171.853,0,0.0661,66,"['pop', 'pop rap', 'rap']"
184,61,No heart 21 savage,No Heart,21 Savage,0.444,0.906,0.173,0.678,140.063,6.44e-05,0.136,75,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
185,61,Wiggins MoG,Wiggins MoG,,,,,,,,,,
186,62,Only U Party next daydoor,Only U Party next daydoor,,,,,,,,,,
187,62,Hype Drake ,Hype,Drake,0.608,0.789,0.368,0.271,129.958,0,0.0244,65,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
188,62,Side Side Ariana,Side To Side,Ariana Grande,0.736,0.65,0.235,0.612,159.174,0,0.0513,84,"['dance pop', 'pop', 'post-teen pop']"
189,63,Closer the Chainsmokers,Closer,The Chainsmokers,0.524,0.748,0.111,0.661,95.01,0,0.414,88,"['edm', 'electropop', 'pop', 'tropical house']"
190,63,Starboy the Weeknd,Starboy,The Weeknd,0.588,0.678,0.137,0.486,186.005,6.35e-06,0.141,85,"['canadian pop', 'pop', 'rap']"
191,63,Don't Wanna Know Maroon 5 and Kendrick,"Don't Wanna Know - 11 Hearts Mix Maroon 5 , Kendrick Lamar Tribute",Amin Cruiser,0.575,0.599,0.0937,0.213,120.913,0.253,0.666,1,[]
192,64,Cross our Bones Crown the Empire,Cross Our Bones,Crown The Empire,0.938,0.544,0.21,0.503,125.079,0,0.000242,41,"['metalcore', 'post-post-hardcore', 'post-screamo', 'screamo', 'trancecore']"
193,64,Aftermath Crown the Empire,Aftermath,Crown The Empire,0.988,0.494,0.362,0.327,135.012,8.96e-06,0.000576,46,"['metalcore', 'post-post-hardcore', 'post-screamo', 'screamo', 'trancecore']"
194,64,Colourblind Hands like Houses,Colourblind,Hands Like Houses,0.949,0.557,0.34,0.397,111.008,0.000418,0.000282,58,"['metalcore', 'post-screamo', 'progressive post-hardcore', 'screamo']"
195,65,Close Nick Jonas,Close,Nick Jonas,0.623,0.653,0.144,0.401,123.999,0,0.253,72,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'viral pop']"
196,65,Mistletoe Justin Bieber,Mistletoe,Justin Bieber,0.56,0.658,0.0794,0.854,161.994,0,0.498,65,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']"
197,65,Fake love Drake ,Fake Love,Drake,0.488,0.927,0.196,0.605,133.987,0,0.108,79,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
198,66,Lost Luu Breeze,Lost,Luu Breeze,0.586,0.802,0.0906,0.563,91.03,0.000304,0.0203,10,"['canadian hip hop', 'trap soul']"
199,66,KUNGS this girl,This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners,Kungs,0.717,0.792,0.226,0.466,121.985,3.59e-05,0.0927,80,"['deep tropical house', 'edm', 'pop', 'tropical house']"
200,66,Love me now john legend,Love Me Now,John Legend,0.762,0.488,0.0763,0.709,123.889,0,0.591,69,"['neo soul', 'pop', 'r&b', 'urban contemporary']"
201,67,La bicicleta Carlos Vives ,La Bicicleta,Carlos Vives,0.944,0.745,0.333,0.951,179.991,1.48e-06,0.21,77,"['champeta', 'colombian pop', 'dance pop', 'latin', 'latin pop', 'tropical', 'vallenato']"
202,67,Summertime Vybz Kartel,Summertime,Vybz Kartel,0.714,0.489,0.309,0.576,199.073,0,0.274,41,"['dancehall', 'reggae fusion']"
203,67,La carretera Prince Royce ,La Carretera,Prince Royce,0.686,0.747,0.1,0.913,122.005,0,0.587,67,"['bachata', 'dance pop', 'latin', 'latin hip hop', 'latin pop', 'pop', 'tropical']"
204,68,Evil woman ELO,Evil Woman,Electric Light Orchestra,0.656,0.697,0.221,0.881,119.632,4.66e-05,0.43,62,"['album rock', 'art rock', 'bow pop', 'classic rock', 'folk rock', 'glam rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock']"
205,68,Home for Christmas take 3,Home for Christmas take 3,,,,,,,,,,
206,68,24 karat Bruno mars,24 karat Bruno mars,,,,,,,,,,
207,69,Cheap thrills Sia,Cheap Thrills,Sia,0.698,0.628,0.0907,0.732,89.976,0.00143,0.0472,76,"['australian dance', 'australian pop', 'dance pop', 'pop']"
208,69,This ones for you zara larson,This One's for You (Originally Performed by David Guetta Ft. Zara Larson) - Karaoke Version,Hit The Button Karaoke,0.589,0.622,0.0671,0.44,109.977,0.123,0.0054,6,['karaoke']
209,69,Stereo love ,Stereo Love - Radio Edit,Edward Maya,0.726,0.775,0.11,0.206,126.999,0.0235,0.0399,59,[]
210,70,Ballin PnB Rock,Ballin,PnB Rock,0.721,0.62,0.155,0.286,169.919,0,0.00189,60,"['pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
211,70,Send it Austin Mahone,Send It (feat. Rich Homie Quan),Austin Mahone,0.585,0.737,0.115,0.693,147.064,0,0.186,67,"['dance pop', 'pop', 'post-teen pop', 'teen pop', 'viral pop']"
212,70,Fleek PnB Rock,Fleek,PnB Rock,0.783,0.586,0.318,0.461,87.469,0,0.125,55,"['pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
213,71,Do You Mind DJ Khaled ,Do You Mind,DJ Khaled,0.548,0.412,0.181,0.176,81.293,0,0.0173,64,"['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music']"
214,71,All We Know Chainsmokers,All We Know,The Chainsmokers,0.586,0.662,0.115,0.296,90.0,0.00272,0.097,75,"['edm', 'electropop', 'pop', 'tropical house']"
215,71,Black Beatles Rae Sremmurd,Black Beatles,Rae Sremmurd,0.632,0.794,0.128,0.355,145.926,0,0.142,79,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
216,72,Shake It out Florence and the Machine,Shake It Out,Florence + The Machine,0.808,0.519,0.105,0.251,107.505,0,0.0126,65,"['chamber pop', 'folk-pop', 'pop']"
217,72,Bad 4 Us Superfruit ,Bad 4 Us,Superfruit,0.856,0.722,0.156,0.905,110.012,0,0.0175,47,"['dance pop', 'indie poptimism', 'strut']"
218,72,Disney Frozen Soundtrack ,"Let It Go (From ""Disney: Frozen"")",Melinda Keen,0.447,0.548,0.366,0.235,136.886,0,0.523,0,[]
219,73,Juke Jam Chance the Rapper,Juke Jam (feat. Justin Bieber & Towkio),Chance the Rapper,0.397,0.505,0.0853,0.558,95.063,0,0.716,76,"['conscious hip hop', 'hip hop', 'pop', 'pop rap', 'rap']"
220,73,Smoke Break Chance the Rapper,Smoke Break (feat. Future),Chance the Rapper,0.453,0.705,0.143,0.283,124.942,0,0.257,70,"['conscious hip hop', 'hip hop', 'pop', 'pop rap', 'rap']"
221,73,Fake Love Drake,Fake Love,Drake,0.488,0.927,0.196,0.605,133.987,0,0.108,79,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
222,74,Don't wanna know maroon 5,Don't Wanna Know (feat. Kendrick Lamar),Maroon 5,0.61,0.783,0.0983,0.418,100.047,0,0.343,74,['pop']
223,74,Style Taylor Swift ,Style,Taylor Swift,0.786,0.598,0.117,0.456,95.021,0.00143,0.00256,65,"['dance pop', 'pop', 'post-teen pop']"
224,74,We don't talk anymore Selena gomez,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,0.563,0.728,0.179,0.352,100.017,0,0.621,72,"['dance pop', 'pop', 'post-teen pop', 'viral pop']"
225,75,Side side Ariana grande,Side To Side,Ariana Grande,0.736,0.65,0.235,0.612,159.174,0,0.0513,84,"['dance pop', 'pop', 'post-teen pop']"
226,75,Starboy the weeknd,Starboy,The Weeknd,0.588,0.678,0.137,0.486,186.005,6.35e-06,0.141,85,"['canadian pop', 'pop', 'rap']"
227,75,Idk,Idk Love,Jeremy Zucker,0.43,0.579,0.13,0.538,123.999,0,0.787,65,"['dance pop', 'electropop', 'indie poptimism', 'pop']"
228,76,Picturing Love July Talk,Picturing Love,July Talk,0.685,0.71,0.0899,0.384,116.355,5.09e-05,0.0301,40,"['canadian indie', 'toronto indie']"
229,76,Don't Wanna Know Maroon 5,Don't Wanna Know (feat. Kendrick Lamar),Maroon 5,0.61,0.783,0.0983,0.418,100.047,0,0.343,74,['pop']
230,76,24K Magic Bruno Mars,That's What I Like,Bruno Mars,0.56,0.853,0.0944,0.86,134.066,0,0.013,86,"['pop', 'post-teen pop']"
231,77,Cut your teeth Kygo Remix,Cut Your Teeth - Kygo Remix,Kyla La Grange,0.678,0.674,0.051,0.465,99.985,0.222,0.59,66,"['metropopolis', 'shimmer pop', 'tropical house']"
232,77,On & On Cartoon,On & On,Cartoon,0.696,0.458,0.123,0.418,174.141,0,0.285,74,['tracestep']
233,77,Firestone Kygo,Firestone (feat. Conrad Sewell),Kygo,0.652,0.486,0.077,0.391,113.055,6.63e-05,0.408,79,"['edm', 'pop', 'tropical house']"
234,78,Too late rayven justice ,Too Late,Rayven Justice,0.445,0.494,0.134,0.239,127.469,0,0.326,38,"['deep pop r&b', 'slow game', 'west coast trap']"
235,78,Simge yanki,Yankı,Simge,0.776,0.592,0.437,0.416,90.963,4.39e-06,0.00674,46,"['deep turkish pop', 'persian pop', 'turkish pop']"
236,78,2 am SZA ,2 am SZA ,,,,,,,,,,
237,79,Lindsey Stirling First Light,First Light,Lindsey Stirling,0.631,0.576,0.115,0.211,101.987,0.00459,0.0498,49,['bow pop']
238,79,Kanye West Father Strech my Hands Pt. 1,Kanye West Father Strech my Hands Pt. 1,,,,,,,,,,
239,79,Weeknd Starboy,Starboy,The Weeknd,0.588,0.678,0.137,0.486,186.005,6.35e-06,0.141,85,"['canadian pop', 'pop', 'rap']"
240,80,Coordinate Travis scott,coordinate,Travis Scott,0.658,0.688,0.335,0.28,75.615,1.89e-06,0.105,67,"['pop', 'pop rap', 'rap']"
241,80,Veins in the trap Travis scott,Veins in the trap Travis scott,,,,,,,,,,
242,80,Gangsta khelani,Gangsta khelani,,,,,,,,,,
243,81,Sun & moon Above and beyond,Sun & Moon,Above & Beyond,0.522,0.691,0.125,0.187,133.995,0.0141,0.0216,49,"['edm', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']"
244,81,Song from a secret garden Rolf Lovland,Song From A Secret Garden,Rolf Løvland,0.303,0.226,0.162,0.094,66.727,0.878,0.897,54,[]
245,81,All we know The Chainsmokers,All We Know,The Chainsmokers,0.586,0.662,0.115,0.296,90.0,0.00272,0.097,75,"['edm', 'electropop', 'pop', 'tropical house']"
246,82,Safari J Balvin,Safari,J Balvin,0.675,0.689,0.115,0.604,180.065,3.17e-06,0.531,75,"['latin', 'reggaeton']"
247,82,Starboy Weeknd,Starboy,The Weeknd,0.588,0.678,0.137,0.486,186.005,6.35e-06,0.141,85,"['canadian pop', 'pop', 'rap']"
248,82,Hasta El Amanecer Nicky Jam,Hasta el Amanecer,Nicky Jam,0.608,0.832,0.0761,0.589,94.013,0,0.282,75,"['latin', 'latin hip hop', 'pop', 'reggaeton', 'tropical']"
249,83,Rush over me Seven Lions,Rush Over Me,Seven Lions,0.753,0.441,0.027,0.254,135.015,0,0.0701,63,"['big room', 'brostep', 'catstep', 'chillstep', 'edm', 'electro house', 'electronic trap', 'pop']"
250,83,Take My Breath Away alesso,Take My Breath Away,Alesso,0.899,0.544,0.351,0.524,120.967,0,0.0663,63,"['big room', 'dance pop', 'edm', 'electro house', 'pop', 'progressive electro house', 'tropical house']"
251,83,Pjanoo Pryda,Pjanoo - Radio Edit,Eric Prydz,0.874,0.604,0.112,0.835,125.99,0.812,0.000563,68,"['big room', 'disco house', 'edm', 'electro house', 'house', 'progressive electro house', 'progressive house', 'vocal house']"
252,84,Sun is never going down. By Martin Garrix,Sun is never going down. By Martin Garrix,,,,,,,,,,
253,84,Seven million lil uzi vert feat. Future,Seven Million (feat. Future),Lil Uzi Vert,0.629,0.886,0.121,0.487,158.002,7.66e-06,0.051,67,"['rap', 'trap music']"
254,84,No heart 21 Savage,No Heart,21 Savage,0.444,0.906,0.173,0.678,140.063,6.44e-05,0.136,75,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
255,85,Don't Wanna Know Maroon 5,Don't Wanna Know (feat. Kendrick Lamar),Maroon 5,0.61,0.783,0.0983,0.418,100.047,0,0.343,74,['pop']
256,85,The Motto Drake,The Motto,Drake,0.442,0.766,0.111,0.39,201.8,6.12e-05,0.000107,77,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
257,85,Closer The Chainsmokers,Closer,The Chainsmokers,0.524,0.748,0.111,0.661,95.01,0,0.414,88,"['edm', 'electropop', 'pop', 'tropical house']"
258,86,Heathens 21 pilots,Heathens,Twenty One Pilots,0.396,0.732,0.105,0.548,90.024,3.58e-05,0.0841,83,"['pop punk', 'rock']"
259,86,Panda,Panda,Desiigner,0.748,0.72,0.369,0.246,145.22,0,0.0235,73,"['dwn trap', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
260,86,Lean on me,Lean on Me,Bill Withers,0.22,0.619,0.124,0.423,75.16,1.19e-05,0.782,69,"['funk', 'motown', 'quiet storm', 'soul']"
261,87,Never say never basement jaxx ,Never Say Never,Basement Jaxx,0.789,0.753,0.325,0.65,126.008,0.111,0.00779,38,"['alternative dance', 'big beat', 'disco house', 'electronic', 'new rave', 'vocal house']"
262,87,Location khalid,Location,Khalid,0.449,0.736,0.0898,0.326,80.126,0.000162,0.33,86,"['indie r&b', 'pop', 'rap']"
263,87,Right here Dave b ,Right Here,Dave B.,0.41,0.651,0.108,0.12,128.049,0,0.368,52,"['indie r&b', 'trap soul', 'underground hip hop']"
264,88,Remembering SundayAll Time Low,Remembering SundayAll Time Low,,,,,,,,,,
265,88,Say it feat. Tove Lo flume,Say It (feat. Tove Lo),Flume,0.532,0.598,0.0617,0.261,74.963,3.22e-06,0.0668,67,"['australian alternative rock', 'australian dance', 'downtempo', 'edm', 'pop']"
266,88,Grow Up Paramore,Grow Up,Paramore,0.884,0.538,0.0947,0.426,92.999,2.08e-06,0.0135,56,"['candy pop', 'emo', 'pixie', 'pop emo', 'pop punk']"
267,89,Take Care,The Motto,Drake,0.442,0.766,0.111,0.39,201.8,6.12e-05,0.000107,77,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
268,89,Too Good,Too Good At Goodbyes,Sam Smith,0.373,0.661,0.177,0.523,91.5,0,0.615,81,['pop']
269,89,Shake It Off,Shake It Off,Taylor Swift,0.785,0.648,0.148,0.943,160.02,0,0.0561,73,"['dance pop', 'pop', 'post-teen pop']"
270,90,Oasis Kygo,Oasis (feat. Foxes),Kygo,0.67,0.606,0.354,0.212,119.96,6.6e-06,0.138,62,"['edm', 'pop', 'tropical house']"
271,90,Raging Kygo,Raging,Kygo,0.689,0.55,0.207,0.408,99.904,0,0.0498,67,"['edm', 'pop', 'tropical house']"
272,90,Stay Kygo,Stay,Kygo,0.736,0.648,0.171,0.378,103.027,0.000137,0.0444,71,"['edm', 'pop', 'tropical house']"
273,91,Blue Jay season Tory lanez,Blue Jay season Tory lanez,,,,,,,,,,
274,91,Who future and young thug,Who future and young thug,,,,,,,,,,
275,91,Gas panic oasis,Gas Panic!,Oasis,0.677,0.365,0.403,0.261,147.906,0.0033,0.0111,34,"['britpop', 'madchester', 'permanent wave', 'rock']"
276,92,Five more hours Derro,Five more hours Derro,,,,,,,,,,
277,92,United we dance vicetone,United We Dance - Vicetone Edit,Vicetone,0.65,0.594,0.267,0.106,126.0,0.0142,0.014,59,"['big room', 'brostep', 'catstep', 'dance pop', 'deep big room', 'edm', 'electro house', 'pop', 'progressive electro house', 'tracestep', 'tropical house']"
278,92,By your side jonas blue feat raye,By Your Side (Originally Performed By Jonas Blue Feat. RAYE),New Tribute Kings,0.722,0.768,0.0807,0.29,122.975,0.00567,0.387,3,[]
279,93,R.O.D GDragon,R.O.D GDragon,,,,,,,,,,
280,93,Fresh eyes Andy Grammer,Fresh Eyes,Andy Grammer,0.495,0.825,0.145,0.881,122.052,4.01e-05,0.581,64,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']"
281,93,Rendez Vous Inna,Rendez Vous,INNA,0.799,0.903,0.0545,0.825,119.0,0.00126,0.32,35,['dance pop']
282,94,World is Yours  Genius P.J's and Daoko,World is Yours  Genius P.J's and Daoko,,,,,,,,,,
283,94,Heartburn Wafia,Heartburn - Jarami Remix,Wafia,0.513,0.647,0.393,0.445,103.077,0,0.509,53,"['aussietronica', 'deep australian indie', 'electropop']"
284,94,Bottle of Jack Mikey Wax,Bottle of Jack - Achtabahn Deep House Remix,Mikey Wax,0.54,0.8,0.531,0.529,119.007,4.03e-06,0.00917,39,[]
285,95,we dont talk anymore selena gomez,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,0.563,0.728,0.179,0.352,100.017,0,0.621,72,"['dance pop', 'pop', 'post-teen pop', 'viral pop']"
286,95,closer chainsmokers,Closer,The Chainsmokers,0.524,0.748,0.111,0.661,95.01,0,0.414,88,"['edm', 'electropop', 'pop', 'tropical house']"
287,95,scars james bay,Scars,James Bay,0.451,0.424,0.11,0.212,129.768,0.00048,0.09,51,"['neo mellow', 'pop']"
288,96,We don't talk anymore,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,0.563,0.728,0.179,0.352,100.017,0,0.621,72,"['dance pop', 'pop', 'post-teen pop', 'viral pop']"
289,96,Closer,Closer,The Chainsmokers,0.524,0.748,0.111,0.661,95.01,0,0.414,88,"['edm', 'electropop', 'pop', 'tropical house']"
290,96,Can you hear the voice ,Can You Hear The Voice Of Buddha,Voice of Buddha,0.854,0.554,0.336,0.532,130.978,0.0785,0.00611,6,[]
291,97,Lay Low Crystal Fighters,Lay Low,Crystal Fighters,0.746,0.322,0.682,0.508,99.407,3.44e-05,0.0525,25,"['alternative dance', 'indietronica', 'new rave']"
292,97,It's Strange Louis the Child,It's Strange (feat. K.Flay),Louis The Child,0.492,0.837,0.102,0.417,85.951,0.0401,0.371,68,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house']"
293,97,Limelight Just A Gent,Limelight (NGHTMRE Remix),Just A Gent,0.576,0.574,0.208,0.287,145.094,0.00147,0.0579,65,"['aussietronica', 'bass trap', 'brostep', 'edm', 'electronic trap', 'tropical pop edm', 'vapor soul', 'vapor twitch']"
294,98,Heat swing machal montano,Heat swing machal montano,,,,,,,,,,
295,98,Controllerdrake,Controllerdrake,,,,,,,,,,
296,98,La gente de gorza mark anthony,La gente de gorza mark anthony,,,,,,,,,,
297,99,One Dance the 6ix god,One Dance the 6ix god,,,,,,,,,,
298,99,Feel Invincible Skillet,Feel Invincible,Skillet,0.886,0.603,0.26,0.395,126.025,0,0.00045,72,"['alternative metal', 'christian alternative rock', 'christian music', 'christian rock', 'nu metal', 'post-grunge', 'rap metal', 'rap rock']"
299,99,Cold Water Biebs,Cold Water Biebs,,,,,,,,,,
300,100,One dance drake,One Dance,Drake,0.61,0.796,0.351,0.391,103.99,0.00286,0.00842,85,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
301,100,Close,Close Friends (Lil Baby & Gunna),Lil Baby,0.585,0.665,0.0789,0.658,158.953,0,0.044,81,"['pop rap', 'rap', 'trap music']"
302,100,I'm sexy and i know it,I'm Sexy and I Know It,Tim Yacket,0.931,0.753,0.572,0.713,129.976,0,0.0429,40,[]
303,101,Starboy The Weeknd,Starboy,The Weeknd,0.588,0.678,0.137,0.486,186.005,6.35e-06,0.141,85,"['canadian pop', 'pop', 'rap']"
304,101,Bungalow Scott Helman,Bungalow,Scott Helman,0.828,0.707,0.107,0.538,119.984,1.77e-06,0.0415,50,['canadian folk']
305,101,Cross My Mind A R I Z O N A ,Cross My Mind Pt. 2 (feat. Kiiara),A R I Z O N A,0.805,0.632,0.161,0.429,93.009,5.83e-05,0.0646,69,"['dance pop', 'deep tropical house', 'electropop', 'indie poptimism', 'pop', 'tropical house']"
306,102,Never Wrong Disturbed,Never Wrong,Disturbed,0.996,0.629,0.314,0.348,104.974,0.000284,0.000931,54,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']"
307,102,Animals Maroon 5,Animals,Maroon 5,0.742,0.279,0.593,0.328,189.868,0,0.000185,74,['pop']
308,102,Pulse of the Dead Parasite Inc,The Pulse of the Dead,Parasite Inc.,0.932,0.529,0.203,0.237,130.05,0.106,7.7e-05,43,['melodic death metal']
309,103,That Girl Justin Timberlake,That Girl,Justin Timberlake,0.354,0.728,0.132,0.636,132.762,0,0.76,48,"['dance pop', 'pop']"
310,103,$ Ty Dolla $ign,Psycho (feat. Ty Dolla $ign),Post Malone,0.559,0.739,0.112,0.439,140.124,0,0.58,92,"['pop', 'rap']"
311,103,3 Wayz Ty Dolla $ign,3 Wayz (feat. Travis Scott),Ty Dolla $ign,0.405,0.778,0.104,0.0605,120.981,0,0.112,54,"['hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'trap music']"
312,104,Intro The XX,Intro,The xx,0.778,0.617,0.128,0.152,100.363,0.925,0.459,67,"['downtempo', 'dream pop', 'indietronica', 'pop']"
313,104,Conversation 16 The National,Conversation 16,The National,0.851,0.554,0.24,0.513,116.976,0.913,0.611,48,"['chamber pop', 'folk-pop', 'indie folk', 'indie pop', 'indie rock', 'modern rock', 'stomp and holler']"
314,104,Queen of Peace Florence + The Machine,Queen Of Peace,Florence + The Machine,0.894,0.47,0.0903,0.311,126.03,5.4e-05,0.0322,53,"['chamber pop', 'folk-pop', 'pop']"
315,105,Closer,Closer,The Chainsmokers,0.524,0.748,0.111,0.661,95.01,0,0.414,88,"['edm', 'electropop', 'pop', 'tropical house']"
316,105,Star boy,Waiting for a Star to Fall,Boy Meets Girl,0.734,0.656,0.301,0.591,116.246,9.99e-05,0.0896,59,['new wave pop']
317,105,Someone like you,Someone Like You,Adele,0.33,0.559,0.0975,0.285,135.109,0,0.892,79,['pop']
318,106,Lay Me Down Sam Smith,Lay Me Down,Sam Smith,0.19,0.468,0.107,0.326,125.319,0,0.919,79,['pop']
319,106,Grenade Bruno Mars,Grenade,Bruno Mars,0.558,0.706,0.118,0.227,110.443,0,0.146,75,"['pop', 'post-teen pop']"
320,106,Love Me Like You Do Ellie Goulding,"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,0.606,0.262,0.125,0.275,189.857,0,0.247,71,"['dance pop', 'edm', 'electropop', 'metropopolis', 'pop', 'post-teen pop', 'r&b', 'tropical house']"
321,107,The 12th Hour Sirenia,The 12th Hour,Sirenia,0.925,0.282,0.0711,0.265,180.125,0.0129,0.000172,20,"['gothic metal', 'gothic symphonic metal', 'norwegian metal', 'progressive metal', 'symphonic metal']"
322,107,Elan Nightwish,Élan,Nightwish,0.582,0.575,0.139,0.297,127.94,0.000178,0.0103,57,"['finnish metal', 'gothic metal', 'gothic symphonic metal', 'power metal', 'progressive metal', 'symphonic metal']"
323,107,Colder End of the Dream,Colder,End of the Dream,0.813,0.147,0.156,0.227,191.837,0.0199,0.000286,40,"['gothic symphonic metal', 'symphonic metal', 'symphonic power metal']"
