,id,songs,song,artist,energy,dance,liveness,valence,tempo,instrumental,acoustic,popularity,genres
324,108,Faster Amaranthe,Faster,Amaranthe,0.981,0.508,0.411,0.302,150.026,0,5.72e-05,45,"['gothic symphonic metal', 'melodic death metal', 'power metal', 'progressive metal']"
325,108,Stay Sad Alice Said,Stay,Sad Alice Said,0.949,0.475,0.343,0.288,139.975,0.00533,0.000439,18,"['fallen angel', 'gothic symphonic metal', 'symphonic metal']"
326,108,The Aging Man The Great Discord,The Aging Man,The Great Discord,0.823,0.505,0.352,0.228,150.001,0.406,0.000817,28,[]
327,109,Like This DJ Henry X & Wizkid,Like This - AIRIETJA & Sonny Bass Remix,DJ Henry X,0.751,0.499,0.154,0.697,116.491,6.11e-05,0.261,26,[]
328,109,Girl Can't Be Herself Alicia Keys,Girl Can't Be Herself,Alicia Keys,0.848,0.696,0.0918,0.871,88.64,0,0.00238,36,"['hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']"
329,109,24k Magic Bruno Mars,That's What I Like,Bruno Mars,0.56,0.853,0.0944,0.86,134.066,0,0.013,86,"['pop', 'post-teen pop']"
330,110,You're going to miss me when I'm gone Anna Kendrick,You're going to miss me when I'm gone Anna Kendrick,,,,,,,,,,
331,110,Seven years Lukas Graham,7 Years,Lukas Graham,0.473,0.765,0.391,0.34,119.992,0,0.287,82,['danish pop']
332,110,The little drummer boy Pentatonix,The little drummer boy Pentatonix,,,,,,,,,,
333,111,Beibs In The Trap Travis Scott,beibs in the trap,Travis Scott,0.571,0.743,0.291,0.495,119.054,0,0.24,77,"['pop', 'pop rap', 'rap']"
334,111,Brown Boy Nav,Brown Boy Nav,,,,,,,,,,
335,111,Nothing on Me Nav,Nothing on Me Nav,,,,,,,,,,
336,112,Cold water justin,Cold Water,Major Lazer,0.797,0.602,0.187,0.492,92.928,0,0.055,73,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'tropical house']"
337,112,Yours to keep Casey braves,Yours to keep Casey braves,,,,,,,,,,
338,112,This promise Sam tsui,This Promise,Sam Tsui,0.701,0.51,0.168,0.135,120.989,0,0.466,40,"['channel pop', 'post-teen pop', 'viral pop']"
339,113,Cheat Codes & Dante Klein Let Me Hold You ,Let Me Hold You (Turn Me On) - Lost Stories & Crossnaders Remix Edit,Cheat Codes,0.659,0.612,0.0538,0.417,98.015,0,0.0933,38,"['dance pop', 'edm', 'pop', 'post-teen pop', 'tropical house']"
340,113,MØ Kamikaze,Kamikaze,MØ,0.878,0.663,0.328,0.704,158.035,3.39e-06,0.0368,65,"['dance pop', 'danish pop', 'electropop', 'pop', 'tropical house']"
341,113,Lorde Tennis Court (Flume Remix),Lorde Tennis Court (Flume Remix),,,,,,,,,,
342,114,Holy,Holy,King Princess,0.585,0.614,0.0948,0.211,169.905,0.000129,0.134,71,"['dance pop', 'electropop', 'pop']"
343,114,Hello,Hello,Adele,0.451,0.481,0.0872,0.289,157.966,0,0.336,74,['pop']
344,114,I got a pea,I Got a Pea,Bryant Oden,0.473,0.881,0.097,0.97,126.482,0.000112,0.286,22,"[""children's music""]"
345,115,Starboy The Weeknd,Starboy,The Weeknd,0.588,0.678,0.137,0.486,186.005,6.35e-06,0.141,85,"['canadian pop', 'pop', 'rap']"
346,115,Get Busy Sean Paul,Get Busy,Sean Paul,0.824,0.735,0.158,0.726,100.202,0,0.615,67,"['dance pop', 'dancehall', 'pop', 'pop rap']"
347,115,Side to side Ariana ,Side To Side,Ariana Grande,0.736,0.65,0.235,0.612,159.174,0,0.0513,84,"['dance pop', 'pop', 'post-teen pop']"
348,116,All We Know The Chainsmokers,All We Know,The Chainsmokers,0.586,0.662,0.115,0.296,90.0,0.00272,0.097,75,"['edm', 'electropop', 'pop', 'tropical house']"
349,116,24K Magic Bruno Mars,That's What I Like,Bruno Mars,0.56,0.853,0.0944,0.86,134.066,0,0.013,86,"['pop', 'post-teen pop']"
350,116,Run Wild Coleman Hell,Run Wild,Coleman Hell,0.847,0.662,0.145,0.441,127.986,3.81e-06,0.00264,32,"['canadian pop', 'indie poptimism', 'modern alternative rock', 'modern rock']"
351,117,controlla drake,Controlla,Drake,0.477,0.747,0.114,0.321,93.44,0,0.0962,71,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
352,117,cold water justin beiber,cold water justin beiber,,,,,,,,,,
353,117,cut it OT Genesis,cut it OT Genesis,,,,,,,,,,
354,118,My Way Calvin Harris,My Way,Calvin Harris,0.913,0.819,0.161,0.536,119.989,3.72e-05,0.0935,80,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house']"
355,118,The Ocean Mike Perry,The Ocean (feat. Shy Martin),Mike Perry,0.575,0.632,0.104,0.188,90.037,1.81e-06,0.0225,78,"['dance pop', 'deep pop edm', 'deep tropical house', 'edm', 'electro house', 'pop', 'tropical house']"
356,118,Starboy The Weeknd,Starboy,The Weeknd,0.588,0.678,0.137,0.486,186.005,6.35e-06,0.141,85,"['canadian pop', 'pop', 'rap']"
357,119,Stormbending Devin Townsend Project,Stormbending,Devin Townsend Project,0.898,0.414,0.418,0.217,113.986,0.578,9.37e-05,45,"['alternative metal', 'canadian metal', 'djent', 'jazz metal', 'progressive metal', 'vancouver metal']"
358,119,Lune Periphery,Lune,Periphery,0.851,0.488,0.0943,0.337,134.99,0.000501,0.00208,43,"['djent', 'jazz metal', 'melodic metalcore', 'progressive metal']"
359,119,Dancers to a Discordant System Meshuggah,Dancers To A Discordant System,Meshuggah,0.996,0.255,0.181,0.142,93.633,0.902,2.41e-05,38,"['alternative metal', 'death metal', 'djent', 'groove metal', 'jazz metal', 'metal', 'nu metal', 'progressive metal', 'swedish metal', 'technical death metal']"
360,120,Cold Water JB,Cold Water JB,,,,,,,,,,
361,120,Treat You Better Shawn Mendes,Treat You Better,Shawn Mendes,0.819,0.444,0.107,0.747,82.695,0,0.106,85,"['canadian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop']"
362,120,We don't talk anymore Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,0.563,0.728,0.179,0.352,100.017,0,0.621,72,"['dance pop', 'pop', 'post-teen pop', 'viral pop']"
363,121,Savage Mode,X (feat. Future),21 Savage,0.413,0.835,0.101,0.111,149.004,0.00133,0.373,78,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
364,121,Ocean Drive,Ocean Drive,Duke Dumont,0.718,0.686,0.119,0.557,115.026,0.000703,0.00637,76,"['dance pop', 'deep groove house', 'destroy techno', 'disco house', 'edm', 'house', 'pop', 'progressive house', 'tropical house']"
365,121,Dip Dip,Dip,Tyga,0.562,0.877,0.0933,0.376,99.977,0,0.0152,82,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
366,122,Not Nice PARTYNEXTDOOR,Not Nice,PARTYNEXTDOOR,0.496,0.598,0.12,0.725,128.06,0.00132,0.0253,69,"['hip hop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'trap music', 'urban contemporary']"
367,122,Starboy The Weeknd,Starboy,The Weeknd,0.588,0.678,0.137,0.486,186.005,6.35e-06,0.141,85,"['canadian pop', 'pop', 'rap']"
368,122,Used to This Future ft. Drake,Used to This Future ft. Drake,,,,,,,,,,
369,123,One Dance Drake,One Dance,Drake,0.61,0.796,0.351,0.391,103.99,0.00286,0.00842,85,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
370,123,Luv Tory Lanez,LUV,Tory Lanez,0.528,0.539,0.117,0.252,190.169,0,0.0108,71,"['canadian hip hop', 'hip hop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music']"
371,123,Drake Too Good ,Too Good,Drake,0.641,0.82,0.102,0.395,117.974,5.07e-05,0.0662,77,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
372,124,Shahzoda Ayrilamiz ,Ayrilamiz,Shahzoda,0.788,0.697,0.123,0.558,105.997,3.24e-05,0.00688,17,['uzbek pop']
373,124,beethoven moonlight sonata,"Sonata No. 14 ""Moonlight"" in C-Sharp Minor"", Op. 27 No. 2: I. Adagio sostenuto",Ludwig van Beethoven,0.00527,0.184,0.173,0.151,170.612,0.887,0.995,68,"['classical', 'classical era', 'early romantic era']"
374,124,https://www.youtube.com/watch?v=xFrGuyw1V8s,https://www.youtube.com/watch?v=xFrGuyw1V8s,,,,,,,,,,
375,125,Fresh Eyes,Fresh Eyes,Andy Grammer,0.495,0.825,0.145,0.881,122.052,4.01e-05,0.581,64,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']"
376,125,Fast cars ,Fast Cars And Freedom,Rascal Flatts,0.8,0.617,0.179,0.634,117.955,3.19e-05,0.0172,58,"['contemporary country', 'country', 'country road', 'modern country rock']"
377,125,Into the fire ,Into The Fire,Asking Alexandria,0.965,0.378,0.28,0.303,175.043,0.000686,0.00017,65,"['melodic metalcore', 'metalcore', 'rap metal', 'screamo', 'trancecore']"
378,126,do like that korede bello,Do Like That,Korede Bello,0.366,0.812,0.0793,0.659,114.093,0,0.36,64,"['afrobeats', 'afropop', 'azontobeats', 'nigerian hip hop']"
379,126,Only u partynextdoor ,Only U,PARTYNEXTDOOR,0.786,0.37,0.243,0.756,65.568,0,0.306,57,"['hip hop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'trap music', 'urban contemporary']"
380,126,Ivy Frank Ocean ,Ivy,Frank Ocean,0.388,0.567,0.248,0.452,116.362,0.000309,0.782,77,"['hip hop', 'indie r&b', 'lgbtq+ hip hop', 'neo soul', 'pop', 'rap']"
381,127,Don't Like.1 Kanye West Chief Keef Pusha T Big Sean JadaKiss,Don't Like.1,Kanye West,0.628,0.668,0.145,0.621,131.88,0,0.00822,64,"['pop rap', 'rap']"
382,127,Send It Up Kanye West,Send It Up,Kanye West,0.547,0.698,0.328,0.404,93.003,6.34e-05,0.3,60,"['pop rap', 'rap']"
383,127,I Am A God Kanye West,I Am A God,Kanye West,0.538,0.516,0.163,0.294,112.053,0.000805,0.0341,62,"['pop rap', 'rap']"
384,128,Ocean Drive Duke Dumont,Ocean Drive,Duke Dumont,0.718,0.686,0.119,0.557,115.026,0.000703,0.00637,76,"['dance pop', 'deep groove house', 'destroy techno', 'disco house', 'edm', 'house', 'pop', 'progressive house', 'tropical house']"
385,128,The Way You Want Me Lucky Rose,The Way You Want Me,Lucky Rose,0.634,0.651,0.0694,0.343,114.108,1.63e-06,0.21,49,[]
386,128,Electric Love Borns,Electric Love,BØRNS,0.797,0.611,0.26,0.518,120.041,0.00137,0.00543,76,"['dance pop', 'electropop', 'indie pop', 'indie poptimism', 'indie r&b', 'modern rock', 'pop']"
387,129,Can I Be Him? James Arthur,Can I Be Him,James Arthur,0.543,0.696,0.0939,0.479,107.969,0,0.308,79,"['dance pop', 'neo mellow', 'pop', 'post-teen pop', 'talent show']"
388,129,Say You Wont Let Go James Arthur,Say You Won't Let Go,James Arthur,0.557,0.358,0.0902,0.494,85.043,0,0.695,85,"['dance pop', 'neo mellow', 'pop', 'post-teen pop', 'talent show']"
389,129,Satisfied Hamilton the Musical,Satisfied,Twinkle Twinkle Little Rock Star,0.271,0.531,0.0699,0.07,110.029,0.265,0.926,11,['sleep']
390,130,Someone like you Adele,Someone Like You,Adele,0.33,0.559,0.0975,0.285,135.109,0,0.892,79,['pop']
391,130,Unfaithful Rihanna,Unfaithful,Rihanna,0.391,0.588,0.227,0.349,144.069,0,0.839,74,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']"
392,130,Say my name Beyonce,Say My Name - Live,Beyoncé,0.871,0.503,0.823,0.448,137.164,0,0.306,48,"['dance pop', 'pop', 'post-teen pop', 'r&b']"
393,131,Fake Love Drake,Fake Love,Drake,0.488,0.927,0.196,0.605,133.987,0,0.108,79,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
394,131,No Problems Chance the Rapper,No Problems Chance the Rapper,,,,,,,,,,
395,131,Luv Tory Lanez,LUV,Tory Lanez,0.528,0.539,0.117,0.252,190.169,0,0.0108,71,"['canadian hip hop', 'hip hop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music']"
396,132,Folger Crystals J.Cole,Folger Crystals J.Cole,,,,,,,,,,
397,132,Love Yourz J.Cole,Love Yourz J.Cole,,,,,,,,,,
398,132,Bas My nigga just made bail ft. J. Cole,Bas My nigga just made bail ft. J. Cole,,,,,,,,,,
399,133,Deadmau5 Arguru (EDXs 5un5hine Remix),Arguru - EDX's 5un5hine Remix,deadmau5,0.602,0.778,0.0738,0.664,127.998,0.901,0.00119,16,"['big room', 'edm', 'electro house', 'progressive house']"
400,133,Feed Me & Tasha Baxter Ebb & Flow,Ebb & Flow,Feed Me,0.869,0.605,0.0986,0.36,140.032,0.00479,0.0309,29,"['brostep', 'catstep', 'complextro', 'edm', 'electro house', 'filthstep']"
401,133,Posij Empty Lungs,Empty Lungs,Posij,0.758,0.811,0.163,0.491,139.94,0.771,0.0015,11,[]
402,134,Whistle for the Choir The Fratellis,Whistle For The Choir,The Fratellis,0.686,0.579,0.0876,0.761,131.634,0,0.0591,51,"['alternative rock', 'garage rock', 'indie rock', 'modern rock', 'rock', 'scottish rock']"
403,134,Too Good Drake,Too Good,Drake,0.641,0.82,0.102,0.395,117.974,5.07e-05,0.0662,77,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
404,134,Skinny Love Bon Iver,Skinny Love,Bon Iver,0.263,0.593,0.127,0.109,76.379,5.36e-06,0.844,73,"['chamber pop', 'folk-pop', 'indie folk', 'indie pop', 'melancholia', 'slow core', 'stomp and holler']"
405,135,what a feeling one direction,What a Feeling,One Direction,0.869,0.678,0.0593,0.882,123.964,0,0.149,63,"['boy band', 'dance pop', 'pop', 'post-teen pop', 'talent show']"
406,135,fairly local twenty one pilots,Fairly Local,Twenty One Pilots,0.723,0.715,0.084,0.479,114.985,8.57e-05,0.0396,72,"['pop punk', 'rock']"
407,135,touch troye sivan,Touch,Troye Sivan,0.588,0.506,0.125,0.269,78.158,0.000769,0.0114,56,"['dance pop', 'electropop', 'pop', 'post-teen pop', 'viral pop']"
408,136,Starboy The Weeknd,Starboy,The Weeknd,0.588,0.678,0.137,0.486,186.005,6.35e-06,0.141,85,"['canadian pop', 'pop', 'rap']"
409,136,Sorry Not Sorry Bryson Tiller,Sorry Not Sorry,Bryson Tiller,0.608,0.664,0.225,0.262,97.933,0,0.0477,68,"['hip hop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'trap music']"
410,136,Goosebumps Travis Scott,goosebumps,Travis Scott,0.728,0.841,0.149,0.43,130.049,0,0.0847,87,"['pop', 'pop rap', 'rap']"
411,137,coco ot genasis,CoCo,O.T. Genasis,0.628,0.886,0.31,0.178,119.906,1.15e-05,0.00215,66,"['dwn trap', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
412,137,all eyes on me tupac,All Eyes on Me,Muslim,0.734,0.782,0.252,0.64,93.196,0,0.0571,19,"['arabic hip hop', 'gnawa', 'rai', 'rif']"
413,137,mozarts 4th symphany ,mozarts 4th symphany ,,,,,,,,,,
414,138,Photograph Def Leppard,Photograph,Def Leppard,0.877,0.602,0.0551,0.617,123.679,0.635,0.000343,60,"['album rock', 'glam metal', 'hard rock', 'rock']"
415,138,Beats So Lonely Charlie Sexton,Beat's So Lonely,Charlie Sexton,0.876,0.542,0.054,0.557,156.058,5.1e-05,0.0353,34,[]
416,138,Light Years Pearl Jam,Light Years,Pearl Jam,0.726,0.388,0.213,0.746,205.07,0.113,0.0447,46,"['alternative rock', 'grunge', 'permanent wave', 'post-grunge', 'rock']"
417,139,Haze Amber Run,Haze,Amber Run,0.126,0.504,0.144,0.307,84.224,0,0.652,41,"['indie anthem-folk', 'indie folk', 'modern alternative rock', 'modern rock']"
418,139,Autumn Tree Milo Greene,Autumn Tree,Milo Greene,0.222,0.232,0.081,0.0471,81.832,0,0.771,46,"['chamber pop', 'indie folk', 'indie pop', 'la indie', 'metropopolis', 'shimmer pop', 'stomp and holler']"
419,139,Don't Wait Jon Bryant,Don't Wait,Jon Bryant,0.283,0.602,0.213,0.219,126.915,1.09e-06,0.747,35,"['acoustic pop', 'canadian folk', 'chamber pop', 'indie anthem-folk', 'indie folk', 'indiecoustica']"
420,140,Human Christina perri,human,Christina Perri,0.489,0.439,0.114,0.253,143.808,0.000643,0.132,72,"['dance pop', 'neo mellow', 'pop', 'post-teen pop', 'viral pop']"
421,140,Bless the broken road Rascal flatts,Bless The Broken Road,Rascal Flatts,0.433,0.599,0.178,0.384,135.948,8.99e-05,0.693,69,"['contemporary country', 'country', 'country road', 'modern country rock']"
422,140,House of the rising sun the animals,House Of The Rising Sun,The Animals,0.584,0.295,0.0996,0.228,117.2,0.218,0.000385,71,"['album rock', 'blues-rock', 'british invasion', 'classic rock', 'folk rock', 'hard rock', 'protopunk', 'psychedelic rock', 'rock', 'rock-and-roll']"
423,141,That new Future fr. Drizzy Drake Used to this,That new Future fr. Drizzy Drake Used to this,,,,,,,,,,
424,141,You need to CUT ITTT ✂✂✂,You need to CUT ITTT ✂✂✂,,,,,,,,,,
425,141,This one for the shawties out there Jeremih Ouiiiiii,This one for the shawties out there Jeremih Ouiiiiii,,,,,,,,,,
426,142,Forever Starts Today Tim Halperin ,Forever Starts Today,Tim Halperin,0.527,0.463,0.197,0.0424,85.035,0.00563,0.36,49,"['acoustic pop', 'indiecoustica', 'neo mellow']"
427,142,A Thousand Miles Vanessa Carlton ,A Thousand Miles,Vanessa Carlton,0.825,0.56,0.161,0.268,94.931,0,0.323,78,"['dance pop', 'folk-pop', 'lilith', 'neo mellow', 'piano rock', 'pop rock']"
428,142,Perfect Strangers Jonas Blue ft. JP Cooper,Perfect Strangers - Jonas Blue Ft. Jp Cooper Tribute,Andres Espinosa,0.564,0.75,0.054,0.747,118.012,0.000148,0.137,11,[]
429,143,I Wanna Prove to You The Lemon Twigs,I Wanna Prove to You,The Lemon Twigs,0.677,0.392,0.16,0.377,94.213,1.13e-05,0.465,53,[]
430,143,Garbage Brain Bloody Knees,Garbage Brain,Bloody Knees,0.475,0.264,0.109,0.0857,120.465,0.0295,0.0477,15,"['alt-indie rock', 'modern alternative rock']"
431,143,Soft Power Arcade Fire,Soft Power,Arcade Fire,0.567,0.31,0.536,0.0865,79.905,0.112,0.0264,35,"['alternative rock', 'canadian indie', 'chamber pop', 'garage rock', 'indie folk', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'permanent wave', 'rock']"
432,144,Shot of glory the washboard union,Shot of Glory,The Washboard Union,0.921,0.468,0.222,0.913,185.934,0,0.0511,36,['canadian country']
433,144,If you're going through hell Rodney atkins,Watching You,Rodney Atkins,0.848,0.625,0.23,0.716,137.993,0,0.105,68,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']"
434,144,Stronger beer,Stronger Beer,Tim Hicks,0.538,0.712,0.798,0.677,93.001,0,0.301,37,['canadian country']
435,145,I will posess your heart death cab for cutie,I will posess your heart death cab for cutie,,,,,,,,,,
436,145,Workshoes USS,Workshoes USS,,,,,,,,,,
437,145,Circadian rhythm silversun pickups,Circadian Rhythm (Last Dance),Silversun Pickups,0.586,0.693,0.362,0.459,127.967,0.0133,0.0667,53,"['alternative metal', 'alternative rock', 'dance-punk', 'garage rock', 'indie pop', 'indie rock', 'indietronica', 'la indie', 'modern alternative rock', 'modern rock', 'post-grunge', 'rock']"
438,146,One dance Drake,One Dance,Drake,0.61,0.796,0.351,0.391,103.99,0.00286,0.00842,85,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
439,146,Adventure of a lifetime Coldplay,Adventure Of A Lifetime,Coldplay,0.924,0.638,0.149,0.529,111.995,0.000173,0.00205,78,"['permanent wave', 'pop']"
440,146,It can happen to you Chris smith ,It Can Happen To You,Chris Smith,0.566,0.8,0.158,0.674,93.017,0.000297,0.416,0,[]
441,147,Ivy Frank Ocean,Ivy,Frank Ocean,0.388,0.567,0.248,0.452,116.362,0.000309,0.782,77,"['hip hop', 'indie r&b', 'lgbtq+ hip hop', 'neo soul', 'pop', 'rap']"
442,147,Love on the Brain Rihanna,Love On The Brain,Rihanna,0.637,0.509,0.0789,0.378,172.006,1.08e-05,0.0717,74,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']"
443,147,Nikes Frank Ocean,Nikes,Frank Ocean,0.394,0.543,0.108,0.118,137.811,0.000239,0.695,74,"['hip hop', 'indie r&b', 'lgbtq+ hip hop', 'neo soul', 'pop', 'rap']"
444,148,solo frank ocean,Solo,Frank Ocean,0.287,0.444,0.161,0.246,124.027,2.82e-06,0.849,71,"['hip hop', 'indie r&b', 'lgbtq+ hip hop', 'neo soul', 'pop', 'rap']"
445,148,closer the chainsmokers,Closer,The Chainsmokers,0.524,0.748,0.111,0.661,95.01,0,0.414,88,"['edm', 'electropop', 'pop', 'tropical house']"
446,148,did it on em nicki minaj,Did It On 'Em - Originally By Nicki Minaj (Karaoke / Instrumental),HOT 100,0.55,0.719,0.146,0.169,155.988,0.665,0.00787,5,['fake']
447,149,She Don't Ella Mai ,She Don't (feat. Ty Dolla $Ign),Ella Mai,0.478,0.65,0.177,0.147,99.979,0,0.268,77,"['dance pop', 'indie r&b', 'pop', 'r&b', 'uk contemporary r&b', 'urban contemporary']"
448,149,Don't Wanna Know Maroon 5 ,Don't Wanna Know (feat. Kendrick Lamar),Maroon 5,0.61,0.783,0.0983,0.418,100.047,0,0.343,74,['pop']
449,149,Don't Do It For You No More PARTYNEXTDOOR,Don't Do It For You No More PARTYNEXTDOOR,,,,,,,,,,
450,150,Fallin' Alicia Keyes,Fallin' Alicia Keyes,,,,,,,,,,
451,150,Pink Lemonade  Watsky,Pink Lemonade,Watsky,0.743,0.511,0.0764,0.511,88.536,5.18e-06,0.243,45,"['abstract hip hop', 'comic', 'indie pop rap', 'pop rap']"
452,150,This is How I Disappear  My Chemical Romance,This Is How I Disappear,My Chemical Romance,0.983,0.242,0.303,0.301,163.366,4.43e-05,5.08e-05,60,"['emo', 'pop punk']"
453,151,Take Care ,The Motto,Drake,0.442,0.766,0.111,0.39,201.8,6.12e-05,0.000107,77,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
454,151,All We Know ,All We Know,The Chainsmokers,0.586,0.662,0.115,0.296,90.0,0.00272,0.097,75,"['edm', 'electropop', 'pop', 'tropical house']"
455,151,LUV Tory Lanez ,LUV,Tory Lanez,0.528,0.539,0.117,0.252,190.169,0,0.0108,71,"['canadian hip hop', 'hip hop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music']"
456,152,Lights EMBRZ ,Lights,EMBRZ,0.612,0.692,0.0831,0.152,99.998,0.927,0.428,36,"['indie poptimism', 'vapor soul']"
457,152,This Town Niall Horan (Tiesto Remix),This Town - Tiёsto Remix,Niall Horan,0.736,0.739,0.294,0.163,119.992,0.000443,0.00166,53,"['dance pop', 'pop', 'post-teen pop']"
458,152,One Wine Machel Montana Ft. Major Lazer,One Wine Machel Montana Ft. Major Lazer,,,,,,,,,,
459,153,Chasing Cars ,Chasing Cars,Snow Patrol,0.592,0.563,0.132,0.136,104.016,5.08e-05,0.209,79,"['irish rock', 'modern rock', 'neo mellow', 'permanent wave', 'pop rock', 'rock']"
460,153,Closer The chainsmokers,Closer,The Chainsmokers,0.524,0.748,0.111,0.661,95.01,0,0.414,88,"['edm', 'electropop', 'pop', 'tropical house']"
461,153,beer money kip moore,Beer Money,Kip Moore,0.805,0.745,0.13,0.765,126.065,1.06e-06,0.0223,58,"['contemporary country', 'country', 'country road', 'modern country rock']"
462,154,Hey Girl Lady Gaga ft. Florence Welch,Hey Girl Lady Gaga ft. Florence Welch,,,,,,,,,,
463,154,The Greatest Sia,The Greatest,Sia,0.725,0.668,0.0561,0.729,191.944,0.000479,0.0102,78,"['australian dance', 'australian pop', 'dance pop', 'pop']"
464,154,Slow Dancing in a Burning Room John Mayer,Slow Dancing in a Burning Room,John Mayer,0.361,0.668,0.0805,0.288,134.15,0.00506,0.573,78,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']"
465,155,Sneakin' (feat. 21 Savage) Drake,Sneakin' (In the Style of Drake (feat. 21 Savage)),2017 Top Hit Karaoke,0.567,0.619,0.116,0.363,169.966,0.914,0.0248,10,['karaoke']
466,155,Don't Run PARTYNEXTDOOR,Don't Run,PARTYNEXTDOOR,0.414,0.409,0.655,0.211,102.348,0.00048,0.369,52,"['hip hop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'trap music', 'urban contemporary']"
467,155,Father Stretch My Hands Pt. 1 Kanye West,Father Stretch My Hands Pt. 1,Kanye West,0.566,0.714,0.57,0.449,113.074,1.25e-06,0.142,75,"['pop rap', 'rap']"
468,156,father stretch my hand kanye,father stretch my hand kanye,,,,,,,,,,
469,156,no shopping drake,No Shopping,French Montana,0.491,0.895,0.143,0.249,83.505,0.000988,0.0144,58,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
470,156,wicked future,Wicked,Future,0.679,0.718,0.385,0.205,157.97,0.0104,0.00191,65,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
471,157,King Kunta Kendrick Lamar,King Kunta,Kendrick Lamar,0.657,0.884,0.154,0.489,107.059,0,0.00589,76,"['conscious hip hop', 'hip hop', 'pop rap', 'rap', 'west coast rap']"
472,157,Twenty Eight The Weeknd ,Twenty Eight,The Weeknd,0.633,0.639,0.111,0.243,129.996,0.000218,0.574,65,"['canadian pop', 'pop', 'rap']"
473,157,Caroline Aminé,Caroline,Aminé,0.335,0.941,0.262,0.707,120.041,0,0.17,79,"['hip hop', 'indie r&b', 'pop', 'pop rap', 'rap']"
474,158,Bumper cars Alex and Sierra ,Bumper Cars,Alex & Sierra,0.274,0.428,0.102,0.176,145.067,0,0.805,64,"['australian pop', 'dance pop', 'neo mellow', 'pop', 'post-teen pop', 'viral pop']"
475,158,Another love tom odell,Another Love,Tom Odell,0.537,0.445,0.0941,0.131,122.764,1.6e-05,0.695,57,"['indie folk', 'neo mellow', 'pop']"
476,158,Rise up Andra Day,Rise Up,Andra Day,0.316,0.398,0.295,0.174,118.582,0,0.805,76,['r&b']
477,159,El Dorado Ramriddlz & Hamza,El Dorado Ramriddlz & Hamza,,,,,,,,,,
478,159,Do Like That Korede Bello,Do Like That,Korede Bello,0.366,0.812,0.0793,0.659,114.093,0,0.36,64,"['afrobeats', 'afropop', 'azontobeats', 'nigerian hip hop']"
479,159,Aaj Jaane Ki Zid Na Karo Arijit Singh,Aaj Jaane Ki Zid Na Karo Arijit Singh,,,,,,,,,,
480,160,Fake love drake ,Fake Love,Drake,0.488,0.927,0.196,0.605,133.987,0,0.108,79,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
481,160,Starboy the weeknd ,Starboy,The Weeknd,0.588,0.678,0.137,0.486,186.005,6.35e-06,0.141,85,"['canadian pop', 'pop', 'rap']"
482,160,Switch Roy woods ,Switch,Roy Woods,0.406,0.671,0.11,0.409,91.04,0.000324,0.321,54,"['canadian hip hop', 'hip hop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'trap music', 'trap soul']"
483,161,Closer Chainsmokers,Closer,The Chainsmokers,0.524,0.748,0.111,0.661,95.01,0,0.414,88,"['edm', 'electropop', 'pop', 'tropical house']"
484,161,Starboy The Weeknd,Starboy,The Weeknd,0.588,0.678,0.137,0.486,186.005,6.35e-06,0.141,85,"['canadian pop', 'pop', 'rap']"
