energy,dance,liveness,valence,tempo,instrumental,acoustic,popularity,health
0.533,0.658666667,0.105533333,0.415666667,108.6656667,2.53E-05,0.321233333,68.33333333,14
0.726666667,0.633,0.089433333,0.539,105.7023333,0.0002849,0.066666667,63.66666667,20
0.642666667,0.729,0.17,0.390666667,138.0076667,0.00000183,0.100466667,82,21
0.857333333,0.456666667,0.377,0.543,160.699,0.03768408,0.027043333,36.66666667,14
0.407333333,0.51,0.111833333,0.230333333,106.9493333,0.000500423,0.520066667,31,8
0.491,0.454,0.124766667,0.322333333,132.251,0.026210967,0.275393333,63.33333333,17
0.701,0.736,0.200333333,0.403666667,138.247,0,0.1194,77.33333333,23
0.573,0.322,0.268333333,0.1769,98.19433333,0.047170433,0.1797,30,21
0.686333333,0.648,0.2364,0.578333333,114.1576667,0.1098,0.1919,46,16
0.702333333,0.741,0.219333333,0.516333333,102.9976667,0.000976667,0.142356667,55.33333333,15
0.474,0.569666667,0.137,0.317,142.1313333,0.00021703,0.521933333,74.33333333,14
0.778333333,0.468666667,0.204133333,0.45,115.9613333,0.00035316,0.1686836,58.33333333,18
0.548333333,0.615333333,0.108733333,0.286666667,116.6596667,0.000910833,0.051,81.33333333,30
0.761333333,0.645,0.218366667,0.403666667,138.595,0.309072333,0.181833333,51,26
0.516666667,0.695333333,0.066966667,0.532333333,154.7413333,0.001845507,0.212266667,75.33333333,15
0.513333333,0.642333333,0.463,0.3,100.1483333,0.000160417,0.17193,74.33333333,17
0.578666667,0.775666667,0.366,0.300666667,118.183,0.003796417,0.05277,76.66666667,9
0.564666667,0.821,0.148,0.485333333,119.021,5.63E-05,0.298383333,72.66666667,12
0.375666667,0.423666667,0.1637,0.159666667,128.8043333,5.33E-06,0.768333333,59.33333333,9
0.513666667,0.759,0.116333333,0.535333333,136.996,0.00010983,0.224,78.66666667,23
0.608333333,0.699,0.108,0.45,127.6753333,3.08E-06,0.304333333,89.66666667,16
0.636333333,0.825,0.105866667,0.658,119.9876667,1.98E-06,0.189866667,88,23
0.812,0.571,0.22,0.615666667,108.43,0.0021806,0.01828,52,19
0.526666667,0.533,0.173333333,0.229333333,129.4763333,0.00023403,0.0755,69,16
0.578,0.637333333,0.080766667,0.535,117.653,0.00047798,0.162066667,82.66666667,10
0.913333333,0.397,0.336866667,0.401666667,154.2953333,0.279735333,0.0002292,52.33333333,20
0.61,0.629,0.21,0.396333333,122.361,0.001872503,0.260633333,61.66666667,16
0.715666667,0.627666667,0.2688,0.54,116.818,5.97E-07,0.221566667,67.66666667,25
0.816666667,0.581333333,0.179,0.473333333,133.939,0.0000034,0.06292,74,17
0.610666667,0.815333333,0.147666667,0.586333333,138.677,0.0000958,0.148233333,68,18
0.607,0.754333333,0.1409,0.591666667,87.33033333,0.000121,0.373666667,82,14
0.795666667,0.567333333,0.141333333,0.377666667,134.548,0.043026667,0.267333333,87,18
0.557,0.839333333,0.101966667,0.571666667,121.3053333,0.001053333,0.1605,77,27
0.597666667,0.745666667,0.1006,0.490666667,123.004,0.015293333,0.498466667,46.33333333,20
0.706333333,0.558333333,0.215666667,0.420333333,122.107,0.377333333,0.180668637,43.33333333,19
0.643,0.611333333,0.1825,0.339,113.278,0.00082,0.124506667,73.66666667,20
0.666333333,0.671333333,0.326333333,0.521666667,116.3563333,0,0.350933333,85,16
0.692,0.740666667,0.215,0.365,135.0013333,0.00002533,0.1022,77,27
0.763333333,0.718666667,0.292,0.713666667,115.3226667,1.36E-05,0.191163333,83.33333333,24
0.658666667,0.721333333,0.172933333,0.634333333,132.936,8.07E-07,0.253333333,60.66666667,18
0.526666667,0.731333333,0.096333333,0.562666667,129.046,3.97E-06,0.165933333,78.66666667,22
0.827666667,0.728,0.230333333,0.714666667,120.8506667,0.000203667,0.034703333,80,22
0.612333333,0.659666667,0.120333333,0.484666667,126.033,1.53E-05,0.08726,92.33333333,18
0.855666667,0.493333333,0.279666667,0.564666667,126.2306667,0.246666667,0.017887,67.33333333,20
0.547,0.581,0.228666667,0.208,128.3523333,0.001333333,0.045773333,73,27
0.703666667,0.528333333,0.391966667,0.728,140.8136667,0.001714843,0.612666667,64.66666667,24
0.544,0.41,0.122,0.249,156.376,0.00214,0.522333333,62.33333333,19
0.853333333,0.557333333,0.177,0.784333333,151.9773333,0.00000077,0.070436667,45.33333333,15
0.822,0.488333333,0.222666667,0.334666667,159.81,0.000676667,0.01551,66.66666667,29
0.492,0.554666667,0.097066667,0.180933333,134.6723333,0.005799967,0.530333333,60.33333333,22
0.569,0.756666667,0.220666667,0.421333333,129.0373333,0.00000723,0.2493,65,14
0.554,0.624666667,0.114666667,0.223666667,128.2273333,0,0.1277,75.33333333,19
0.601666667,0.707,0.115533333,0.411,125.365,0.000908497,0.207333333,90.66666667,19
0.638333333,0.6,0.193,0.315666667,125.3836667,6.25E-05,0.200166667,74.66666667,17
0.371666667,0.434,0.094133333,0.402333333,90.44166667,0.002075933,0.452,53.66666667,17
0.738666667,0.754,0.328833333,0.653333333,128.682,0.00285,0.256253333,55,19
0.763666667,0.625,0.240666667,0.542333333,125.5563333,0.0017,0.1164,70,25
0.863,0.622333333,0.2513,0.485333333,124.76,0.00000054,0.11242,67.66666667,27
0.755,0.773333333,0.291533333,0.495666667,108.9883333,0.000467357,0.208166667,65.33333333,21
0.599666667,0.550333333,0.188333333,0.404333333,111.2943333,0,0.227,77,24
0.614933333,0.483333333,0.342333333,0.408666667,110.1876667,8.49E-05,0.297973333,46.66666667,21
0.846333333,0.520333333,0.1157,0.509333333,136.653,0.001646667,0.086396667,34,16
0.665666667,0.729333333,0.196733333,0.481,129.2856667,0.0000092,0.41,67,18
0.687,0.655666667,0.125866667,0.519666667,125.6376667,0.00000721,0.190666667,73.33333333,17
0.644666667,0.636,0.1239,0.412333333,105.2226667,0,0.373333333,78.33333333,24
0.876333333,0.610333333,0.126933333,0.531,132.267,0.043026667,0.1222,88,20
0.664,0.633666667,0.097433333,0.382,112.6423333,0.021746667,0.067533333,56,20
0.23,0.244666667,0.080733333,0.0571,105.8146667,0.894333333,0.933333333,58.66666667,29
0.559666667,0.620666667,0.143933333,0.412,121.9683333,0.00094419,0.29125,64,17
0.69,0.619666667,0.180666667,0.4,129.6866667,0.00000183,0.104266667,79,21
0.69,0.606,0.222,0.406966667,114.6973333,0.000343333,0.296633333,71,19
0.4483,0.560666667,0.180333333,0.174333333,100.3023333,0.000118333,0.356943333,57.66666667,17
0.670333333,0.532,0.163733333,0.431,94.86666667,0.007347367,0.131986667,51.66666667,19
0.506666667,0.599666667,0.0972,0.297666667,101.3553333,0.000833677,0.471666667,75.66666667,23
0.701666667,0.602,0.2723,0.751,117.334,3.67E-05,0.048933333,69.66666667,23
0.588333333,0.834333333,0.1031,0.553,110.6493333,0.273333333,0.330333333,68.33333333,8
0.345,0.435666667,0.107866667,0.202833333,127.403,0.00000081,0.693333333,50,26
0.558,0.537333333,0.264,0.48,109.141,0,0.4173,59.33333333,16
0.811,0.532,0.126333333,0.330766667,110.0233333,0.02627087,0.028773333,60.66666667,13
0.739,0.632666667,0.322233333,0.663333333,94.07933333,7.35E-05,0.321966667,61.66666667,22
0.415,0.372,0.307333333,0.307666667,142.6543333,0.00280111,0.574666667,46.66666667,19
0.753666667,0.675666667,0.135666667,0.385333333,107.1386667,0.00000644,0.174,60.66666667,17
0.78,0.551333333,0.2101,0.365666667,107.707,0.179895333,0.031173333,60,9
0.829,0.443333333,0.212233333,0.382,149.208,0.228692207,0.080393333,50,24
0.690333333,0.497666667,0.1861,0.546333333,131.628,0.064826667,0.315546667,42.33333333,20
0.765666667,0.526333333,0.172666667,0.426333333,133.7106667,6.06E-05,0.05653,57.66666667,9
0.896333333,0.413,0.2122,0.548333333,114.0403333,0.255001037,0.004982,62.33333333,16
0.411333333,0.586666667,0.116733333,0.255666667,102.6656667,0.001643333,0.622666667,65.66666667,16
0.716333333,0.498333333,0.273666667,0.450333333,102.6326667,0.308709,0.071085,45.66666667,11
0.616,0.460333333,0.0825,0.465333333,141.5086667,0.002780067,0.3165,44.66666667,7
0.732666667,0.685,0.131066667,0.610666667,124.0053333,0.000857463,0.1201,56.66666667,22
0.645666667,0.565,0.089633333,0.611666667,112.3116667,0.357533333,0.318333333,49.66666667,25
0.91,0.524,0.063066667,0.641,131.863,0.00000558,0.024571333,55.66666667,23
0.811333333,0.611666667,0.090066667,0.642,110.25,0.000763333,0.019166667,62,17
0.882333333,0.462666667,0.241,0.491333333,131.2596667,0.123000407,0.086633333,59.66666667,8
0.407033333,0.504666667,0.125933333,0.517666667,107.001,0.0044532,0.375066667,65.66666667,20
0.976333333,0.316333333,0.158033333,0.232,154.9066667,0.291776667,6.36E-05,38,27
0.787333333,0.541333333,0.189333333,0.532333333,117.703,0,0.189061333,64.66666667,19
0.846333333,0.395666667,0.224166667,0.395666667,133.6253333,0,0.1698,28.33333333,22
0.607,0.725333333,0.079266667,0.629,115.505,0.034438397,0.167666667,53.66666667,8
0.602,0.616333333,0.218,0.506333333,114.599,0.001251033,0.146666667,64.66666667,7
0.773,0.773333333,0.149633333,0.616666667,118.852,0.003773833,0.0889,46.33333333,20
0.843,0.577333333,0.2336,0.529666667,129.928,0.000546667,0.040591,55.33333333,20
0.656333333,0.735333333,0.173566667,0.468666667,99.664,0.001398333,0.136953333,64.33333333,13
0.917666667,0.522666667,0.238666667,0.650666667,137.441,0.0037,0.131479667,42.33333333,21
0.149466667,0.304333333,0.113566667,0.105666667,115.1266667,0.790333333,0.954333333,0,21
0.438333333,0.491333333,0.328,0.629,108.2173333,0,0.642,58.33333333,18
0.703333333,0.633,0.344333333,0.739,100.6963333,0.000100167,0.120083333,67,9
0.526333333,0.459333333,0.1247,0.201933333,98.00033333,0.022333333,0.259433333,31,21
0.783666667,0.650333333,0.194333333,0.605,131.638,0.0092434,0.094526667,62.66666667,22
0.676333333,0.704666667,0.1289,0.282333333,126.297,0.2566707,0.101036667,59.66666667,20
0.019326667,0.331333333,0.105333333,0.073966667,98.95533333,0.909666667,0.992,34.33333333,14
0.667666667,0.385666667,0.087966667,0.225666667,145.7033333,0.318243333,0.2645,42.66666667,19
0.4375,0.306333333,0.143333333,0.187266667,82.336,0.423667367,0.4531,55.33333333,9
0.603333333,0.537666667,0.333333333,0.721,121.7776667,0.315673333,0.3636,52.33333333,17
0.739333333,0.684333333,0.279766667,0.748666667,107.3996667,0.00001509,0.2176,50.33333333,23
0.563666667,0.574,0.157433333,0.610333333,152.9473333,0.05456111,0.3692,53.66666667,18
0.628333333,0.506666667,0.248933333,0.477333333,128.1303333,0.125801367,0.0681284,45.33333333,19
0.624,0.672666667,0.144666667,0.352,137.96,0.000908497,0.163,87.66666667,15
0.649333333,0.618666667,0.098433333,0.492,133.3096667,0.007834333,0.2692,43.33333333,17
0.739666667,0.598666667,0.199766667,0.582333333,153.4776667,0.0889243,0.272233333,46.66666667,13
0.741,0.589333333,0.178666667,0.690666667,115.9023333,0.12126,0.394751667,31.33333333,17
0.746,0.499666667,0.188,0.337333333,131.9636667,0,0.091012467,49.66666667,16
0.796333333,0.542666667,0.239333333,0.446,129.4233333,0.032306667,0.193119333,36.33333333,10
0.701333333,0.366,0.332233333,0.372333333,143.8103333,0.00075709,0.297466567,32.66666667,20
0.715,0.638,0.0924,0.671333333,109.6363333,0.000476667,0.0239,78,19
0.891333333,0.701,0.456,0.591666667,144.0273333,6.67E-07,0.058033333,42.33333333,13
0.601,0.566333333,0.175466667,0.674333333,110.8143333,0.004176667,0.22276,48.33333333,26
0.907666667,0.576333333,0.105666667,0.574333333,146.419,0,0.019067367,45.33333333,20
0.696333333,0.43,0.164666667,0.329666667,120.68,0.189766667,0.1099,54.66666667,21
0.555,0.445666667,0.125333333,0.461333333,125.4386667,0.009928333,0.437866667,49.33333333,10
0.513,0.744666667,0.126166667,0.610666667,144.3296667,0.000816497,0.483,74.66666667,15
0.588,0.460333333,0.185766667,0.237666667,122.2273333,0.11343607,0.263629033,41.66666667,18
0.76,0.660666667,0.152,0.557,136.341,0.000275,0.209033333,65,15
0.498333333,0.404,0.1005,0.426666667,128.0716667,3.18E-05,0.531333333,55.66666667,9
0.697666667,0.553666667,0.1772,0.324,133.301,0.000232,0.161407,65.33333333,22
0.680333333,0.577,0.224,0.647333333,126.2336667,6.64E-05,0.225806667,48.66666667,6
0.6,0.487666667,0.321666667,0.458033333,116.7053333,0.011893333,0.439633333,33.33333333,5
0.57,0.458666667,0.297,0.228333333,119.3533333,0.00068426,0.14023,50,19
0.538,0.660333333,0.308066667,0.557,115.6283333,0.00000169,0.162666667,68,14
0.552666667,0.615333333,0.162666667,0.358,149.2636667,0.006806433,0.2911,48.33333333,27
0.747333333,0.496666667,0.138666667,0.324666667,135.3413333,0.000106,0.030241667,26.66666667,25
0.514333333,0.707,0.186666667,0.659333333,109.4906667,0.06717,0.267155333,54.66666667,12
0.829666667,0.567333333,0.2702,0.583333333,118.6293333,1.48E-05,0.027323333,60,21
0.756666667,0.595666667,0.2036,0.420333333,114.639,0.103066667,0.13114,58.33333333,16
0.886,0.567666667,0.275666667,0.471666667,145.687,0.000292,0.019335333,54.33333333,20
0.572666667,0.522,0.075633333,0.784,126.1693333,0.404666667,0.492666667,27.33333333,16
0.500666667,0.696,0.1453,0.562666667,109.3273333,0.492333997,0.317333333,45.66666667,22
0.648,0.513666667,0.121,0.497,153.5766667,0.009152333,0.289735667,48.66666667,23
0.527333333,0.312,0.241133333,0.110333333,88.274,0.307334373,0.481,19.33333333,13
0.790666667,0.321,0.150033333,0.272333333,137.7936667,9.07E-05,0.0848637,54.66666667,27
0.731666667,0.530333333,0.103233333,0.443,148.514,0.147333333,0.06314,64.33333333,17
0.678,0.675666667,0.276,0.755666667,116.338,3.60E-06,0.2574,48,18
0.928666667,0.415666667,0.102166667,0.381,124.3013333,0.000188,0.000319,49.33333333,17
0.496333333,0.511333333,0.2072,0.584333333,107.22,0.000648,0.122666667,42.33333333,11
0.715666667,0.565666667,0.212066667,0.613666667,111.5563333,0.164961,0.28541,60.66666667,20
